comparison,control_id,hebrew,first_reference,first_value,first_base12,full_value,full_base12,first_palindrome,full_palindrome,completion_hit
all_three_word_controls,C0294250,וענו אשור וענו,Num.24.24,132,B0,771,543,no,no,no
all_three_word_controls,C0294731,ושכר כסיל ושכר,Prov.26.10,526,37A,1172,818,no,yes,yes
all_three_word_controls,C0294902,ושרי מאות ושרי,Deut.1.15,516,370,1479,A33,no,no,no
all_three_word_controls,C0295622,חטאת מלבד חטאת,Num.29.11,418,2AA,912,640,no,no,no
all_three_word_controls,C0295750,חלום יספר חלום,Jer.23.28,84,70,518,372,no,no,no
all_three_word_controls,C0296028,חרב שלישתה חרב,Ezek.21.19,210,156,1465,A21,no,no,no
all_three_word_controls,C0296072,חרשים כי חרשים,1Chr.4.14,558,3A6,1146,7B6,no,no,no
all_three_word_controls,C0296779,יואב ויצא יואב,1Chr.21.4,19,17,145,101,no,yes,yes
all_three_word_controls,C0296862,יונה ויהי יונה,Jonah.2.1,71,5B,173,125,no,no,no
all_three_word_controls,C0297004,יחיל מדבר יחיל,Ps.29.8,58,4A,362,262,no,yes,yes
all_three_word_controls,C0297837,ירשה והיה ירשה,Num.24.18,515,36B,1056,740,no,no,no
all_three_word_controls,C0297944,ישיה לבני ישיה,1Chr.24.25,325,231,742,51A,no,no,no
all_three_word_controls,C0298001,ישעי ובני ישעי,1Chr.2.31,390,286,848,5A8,no,no,no
all_three_word_controls,C0298327,יתיצב בל יתיצב,Prov.22.29,512,368,1056,740,no,no,no
all_three_word_controls,C0299267,כנפים שש כנפים,Isa.6.2,200,148,1000,6B4,no,no,no
all_three_word_controls,C0299345,כעון הדרש כעון,Ezek.14.10,146,102,801,569,no,no,no
all_three_word_controls,C0299913,לבד ונשיהם לבד,Zech.12.12,36,30,483,343,no,yes,yes
all_three_word_controls,C0300051,לבני יוסף לבני,Num.1.32,92,78,340,244,no,no,no
all_three_word_controls,C0300522,לחם ויאכלו לחם,Gen.31.54,78,66,229,171,yes,yes,no
all_three_word_controls,C0300991,למה זנחתני למה,Ps.43.2,75,63,675,483,no,no,no
all_three_word_controls,C0301003,למה שכחתני למה,Ps.42.10,75,63,938,662,no,no,no
all_three_word_controls,C0301041,למטה יוסף למטה,Num.13.11,84,70,324,230,no,no,no
all_three_word_controls,C0301049,למי מדונים למי,Prov.23.29,80,68,310,21A,no,no,no
all_three_word_controls,C0301945,מאות בחמש מאות,Ezek.45.2,447,313,1244,878,yes,yes,no
all_three_word_controls,C0302214,מדבר ציון מדבר,Isa.64.9,246,186,648,460,no,no,no
all_three_word_controls,C0302599,מיד וכצפור מיד,Prov.6.5,54,46,510,366,no,no,no
all_three_word_controls,C0302631,מיכה לבני מיכה,1Chr.24.24,75,63,242,182,no,no,no
all_three_word_controls,C0302700,מכות זרעך מכות,Deut.28.59,466,32A,1229,865,no,no,no
all_three_word_controls,C0303282,מעט תנומות מעט,Prov.6.10,119,9B,1140,7B0,no,no,no
all_three_word_controls,C0303322,מעל להחומה מעל,Neh.12.38,140,B8,374,272,no,yes,yes
all_three_word_controls,C0303405,מעשהו זר מעשהו,Isa.28.21,421,2B1,1049,735,no,no,no
all_three_word_controls,C0303746,מראש אמנה מראש,Song.4.8,541,391,1178,822,no,no,no
all_three_word_controls,C0303862,משה ויתפלל משה,Num.11.2,345,249,1246,87A,no,no,no
all_three_word_controls,C0303950,משמר לעמת משמר,1Chr.26.16,580,404,1700,B98,yes,no,no
all_three_word_controls,C0304300,נחל קדומים נחל,Judg.5.21,88,74,376,274,no,no,no
all_three_word_controls,C0304355,נחשת וכנו נחשת,Exod.30.18,758,532,1598,B12,no,no,no
all_three_word_controls,C0304420,נלחמו אז נלחמו,Judg.5.19,134,B2,276,1B0,no,no,no
all_three_word_controls,C0304842,סביב לבית סביב,Ezek.41.5,74,62,590,412,no,no,no
all_three_word_controls,C0305178,עד תבונתיכם עד,Job.32.11,74,62,1076,758,no,no,no
all_three_word_controls,C0305342,עורב בצור עורב,Judg.7.25,278,1B2,854,5B2,no,no,no
all_three_word_controls,C0306190,עמשא ואבי עמשא,1Chr.2.17,411,2A3,841,5A1,no,no,no
all_three_word_controls,C0306936,פרעה חלום פרעה,Gen.41.25,355,257,794,562,no,no,no
all_three_word_controls,C0307962,רוח להחיות רוח,Isa.57.15,214,15A,887,61B,no,no,no
all_three_word_controls,C0308267,שאול וראה שאול,1Sam.14.52,337,241,886,61A,no,no,no
all_three_word_controls,C0309145,שנה וחמשים שנה,Gen.9.28,355,257,1114,78A,no,no,no
all_three_word_controls,C0309155,שנה ועשרים שנה,Gen.23.1,355,257,1336,934,no,no,no
all_three_word_controls,C0309156,שנה ושבעים שנה,Gen.25.7,355,257,1138,7AA,no,no,no
all_three_word_controls,C0309157,שנה ושלשים שנה,Gen.5.5,355,257,1396,984,no,no,no
all_three_word_controls,C0309159,שנה ושמנים שנה,Gen.35.28,355,257,1156,804,no,no,no
all_three_word_controls,C0310349,תשחט העלה תשחט,Lev.6.18,717,4B9,1544,A88,no,no,no
all_three_word_controls,C0310563,אבנר ויאמר אבנר,1Sam.17.55,253,191,763,537,yes,no,no
all_three_word_controls,C0310790,אזכר והארץ אזכר,Lev.26.42,228,170,758,532,no,no,no
all_three_word_controls,C0310812,אחד לאשקלון אחד,1Sam.6.17,13,11,543,393,yes,yes,no
all_three_word_controls,C0311222,אלהי צבאות אלהי,Jer.35.17,46,3A,591,413,no,no,no
all_three_word_controls,C0311357,אליו וידבר אליו,2Kgs.1.13,47,3B,316,224,no,no,no
all_three_word_controls,C0311447,אלקנה בנו אלקנה,1Chr.6.11,186,136,430,2BA,no,no,no
all_three_word_controls,C0311635,אנכי ליהוה אנכי,Judg.5.3,81,69,218,162,no,no,no
all_three_word_controls,C0311808,ארבע תחתיה ארבע,Dan.8.22,273,1A9,1369,961,no,no,no
all_three_word_controls,C0312230,אשרי אנשיך אשרי,1Kgs.10.8,511,367,1403,98B,no,no,no
all_three_word_controls,C0312499,אתו והפריתי אתו,Gen.17.20,407,29B,1525,A71,no,no,no
all_three_word_controls,C0312500,אתו והרביתי אתו,Gen.17.20,407,29B,1447,A07,no,no,no
all_three_word_controls,C0312501,אתו וימליכו אתו,2Kgs.23.30,407,29B,936,660,no,no,no
all_three_word_controls,C0313642,בנו וישעיהו בנו,1Chr.26.25,58,4A,523,377,no,no,no
all_three_word_controls,C0314115,בקיר ואחתר בקיר,Ezek.8.8,312,220,1239,873,no,no,no
all_three_word_controls,C0314814,דויד ויאמר דויד,1Chr.14.11,24,20,305,215,no,no,no
all_three_word_controls,C0314817,דויד וישמע דויד,1Chr.14.8,24,20,474,336,no,no,no
all_three_word_controls,C0315313,הבית וימלא הבית,Ezek.10.4,417,2A9,921,649,no,no,no
all_three_word_controls,C0316039,היתרי גרב היתרי,1Chr.11.40,625,441,1455,A13,no,no,no
all_three_word_controls,C0316176,הלוא תשמעו הלוא,Isa.40.21,42,36,900,630,no,no,no
all_three_word_controls,C0316611,הנבא עליהם הנבא,Ezek.11.4,58,4A,271,1A7,no,no,no
all_three_word_controls,C0317443,השקל מחצית השקל,Exod.30.13,435,303,1418,9A2,yes,no,no
all_three_word_controls,C0317546,ואבני שהם ואבני,Exod.35.9,69,59,483,343,no,yes,yes
all_three_word_controls,C0317651,ואיפה לפר ואיפה,Ezek.46.7,102,86,514,36A,no,no,no
all_three_word_controls,C0317697,ואל הנביאים ואל,Jer.29.1,37,31,192,140,no,no,no
all_three_word_controls,C0317700,ואל חלמתיכם ואל,Jer.27.9,37,31,622,43A,no,no,no
all_three_word_controls,C0317985,ואשר דרשום ואשר,Jer.8.2,507,363,1564,AA4,yes,no,no
all_three_word_controls,C0317991,ואשר עבדום ואשר,Jer.8.2,507,363,1136,7A8,yes,no,no
all_three_word_controls,C0318028,ואת האבטחים ואת,Num.11.5,407,29B,889,621,no,no,no
all_three_word_controls,C0318030,ואת האדירים ואת,2Chr.23.20,407,29B,1084,764,no,no,no
all_three_word_controls,C0318035,ואת הגבורים ואת,1Kgs.1.10,407,29B,1080,760,no,no,no
all_three_word_controls,C0318037,ואת הדוכיפת ואת,Lev.11.19,407,29B,1339,937,no,no,no
all_three_word_controls,C0318042,ואת הידענים ואת,2Kgs.23.24,407,29B,1003,6B7,no,no,no
all_three_word_controls,C0318043,ואת היהודים ואת,2Kgs.25.25,407,29B,894,626,no,yes,yes
all_three_word_controls,C0318053,ואת המזלגות ואת,2Chr.4.16,407,29B,1305,909,no,yes,yes
all_three_word_controls,C0318054,ואת המזמרות ואת,2Kgs.25.14,407,29B,1512,A60,no,no,no
all_three_word_controls,C0318056,ואת המזרקות ואת,1Kgs.7.45,407,29B,1572,AB0,no,no,no
all_three_word_controls,C0318067,ואת הנביאים ואת,Jer.13.13,407,29B,932,658,no,no,no
all_three_word_controls,C0318071,ואת העמודים ואת,1Chr.18.8,407,29B,989,6A5,no,no,no
all_three_word_controls,C0318073,ואת העשתרות ואת,Judg.10.6,407,29B,2195,132B,no,no,no
all_three_word_controls,C0318101,ואת מזבחתיו ואת,2Chr.23.17,407,29B,1287,8B3,no,no,no
all_three_word_controls,C0318104,ואת מיתריהם ואת,Num.4.26,407,29B,1519,A67,no,no,no
all_three_word_controls,C0318105,ואת מנקיתיו ואת,Exod.37.16,407,29B,1430,9B2,no,no,no
all_three_word_controls,C0318130,ואת פרשנדתא ואת,Esth.9.7,407,29B,1849,10A1,no,no,no
all_three_word_controls,C0318142,ואת שדותיכם ואת,1Sam.8.14,407,29B,1594,B0A,no,no,no
all_three_word_controls,C0318189,ובאהל לאה ובאהל,Gen.31.33,44,38,124,A4,no,no,no
all_three_word_controls,C0318303,ובכל עבדיו ובכל,Neh.9.10,58,4A,208,154,no,no,no
all_three_word_controls,C0318352,ובני יהודה ובני,Joel.4.6,68,58,166,11A,no,no,no
all_three_word_controls,C0318412,ובערי ההר ובערי,Jer.32.44,288,200,786,556,no,no,no
all_three_word_controls,C0318566,והאמה מזה והאמה,Exod.26.13,57,49,166,11A,no,no,no
all_three_word_controls,C0319189,וחרשי קיר וחרשי,1Chr.14.1,524,378,1358,952,no,no,no
all_three_word_controls,C0319225,ויאמר אבי ויאמר,Gen.22.7,257,195,527,37B,no,no,no
all_three_word_controls,C0320258,ויעש שלמים ויעש,1Kgs.3.15,386,282,1192,834,yes,no,no
all_three_word_controls,C0321048,ולא לאחריתו ולא,Dan.11.4,37,31,729,509,no,no,no
all_three_word_controls,C0321114,ולבני חלק ולבני,Josh.17.2,98,82,334,23A,no,no,no
all_three_word_controls,C0321115,ולבני חפר ולבני,Josh.17.2,98,82,484,344,no,no,no
all_three_word_controls,C0321116,ולבני שכם ולבני,Josh.17.2,98,82,556,3A4,no,no,no
all_three_word_controls,C0321184,ולכל חטאתם ולכל,Num.18.9,86,72,630,446,no,no,no
all_three_word_controls,C0321188,ולכל עבדיו ולכל,Deut.29.1,86,72,264,1A0,no,no,no
all_three_word_controls,C0321288,ומאת טוביה ומאת,Zech.6.10,447,313,926,652,yes,no,no
all_three_word_controls,C0321387,וממטה אשר וממטה,1Chr.6.47,100,84,701,4A5,no,no,no
all_three_word_controls,C0321855,ועלי תמרים ועלי,Neh.8.15,116,98,922,64A,no,no,no
all_three_word_controls,C0321986,ופגע בדבשת ופגע,Josh.19.11,159,113,1026,716,no,no,no
all_three_word_controls,C0322027,ופרי אדמתך ופרי,Deut.28.4,296,208,1057,741,no,no,no
all_three_word_controls,C0322407,ושרי המאות ושרי,1Chr.28.1,516,370,1484,A38,no,no,no
all_three_word_controls,C0322409,ושרי חמשים ושרי,Deut.1.15,516,370,1430,9B2,no,no,no
all_three_word_controls,C0322853,חבורה תחת חבורה,Exod.21.25,221,165,1250,882,no,no,no
all_three_word_controls,C0323022,חלאתה באש חלאתה,Ezek.24.12,444,310,1191,833,no,no,no
all_three_word_controls,C0323088,חמשה עתדים חמשה,Num.7.29,353,255,1230,866,no,no,no
all_three_word_controls,C0323250,טבחתי אשר טבחתי,1Sam.25.11,429,2B9,1359,953,no,no,no
all_three_word_controls,C0323519,ידעתי בני ידעתי,Gen.48.19,494,352,1050,736,no,no,no
all_three_word_controls,C0323577,יהודה וכל יהודה,Jer.17.20,30,26,116,98,no,no,no
all_three_word_controls,C0324364,יריחו למי יריחו,Josh.16.1,234,176,548,398,no,no,no
all_three_word_controls,C0325138,כילק התכבד כילק,Nah.3.15,160,114,751,527,no,no,no
all_three_word_controls,C0325920,לבקר שמרים לבקר,Ps.130.6,332,238,1254,886,no,no,no
all_three_word_controls,C0326144,לזהב במשקל לזהב,1Chr.28.14,44,38,560,3A8,no,no,no
all_three_word_controls,C0327209,מאה והיוצאת מאה,Amos.5.3,46,3A,610,42A,no,no,no
all_three_word_controls,C0327388,מבני שכניה מבני,Ezra.8.3,102,86,589,411,no,no,no
all_three_word_controls,C0327520,מואב ויהיו מואב,1Chr.18.2,49,41,135,B3,no,no,no
all_three_word_controls,C0327578,מור ואצבעתי מור,Song.5.5,246,186,1071,753,no,no,no
all_three_word_controls,C0328128,מנשה וגבול מנשה,Josh.17.9,395,28B,837,599,no,no,no
all_three_word_controls,C0328380,מצור ולמני מצור,Mic.7.12,336,240,808,574,no,no,no
all_three_word_controls,C0328687,משלשת ועז משלשת,Gen.15.9,1070,752,2223,1353,no,no,no
all_three_word_controls,C0328735,משפחת לוי משפחת,Num.26.58,828,590,1702,B9A,no,no,no
all_three_word_controls,C0328769,משתה שמנים משתה,Isa.25.6,745,521,1930,114A,no,no,no
all_three_word_controls,C0329621,עורה כבודי עורה,Ps.57.9,281,1B5,604,424,no,yes,yes
all_three_word_controls,C0329622,עורי דבורה עורי,Judg.5.12,286,1BA,789,559,no,no,no
all_three_word_controls,C0329848,עלות ליהוה עלות,Ezra.3.3,506,362,1068,750,no,no,no
all_three_word_controls,C0329874,עליה ויבנו עליה,2Kgs.25.1,115,97,304,214,no,no,no
all_three_word_controls,C0331253,ריבו באמכם ריבו,Hos.2.4,218,162,539,38B,no,no,no
all_three_word_controls,C0331393,שאול ויאמר שאול,1Sam.24.17,337,241,931,657,no,no,no
all_three_word_controls,C0331420,שאלתי אשר שאלתי,1Sam.1.27,741,519,1983,1193,no,no,no
all_three_word_controls,C0331769,שלשת הסלים שלשת,Gen.40.18,1030,71A,2205,1339,no,no,no
all_three_word_controls,C0332858,אבדנו כלנו אבדנו,Num.17.27,63,53,232,174,no,no,no
all_three_word_controls,C0333089,אולת כסילים אולת,Prov.14.24,437,305,1044,730,no,no,no
all_three_word_controls,C0333384,אלהי אבתיכם אלהי,Exod.3.15,46,3A,565,3B1,no,no,no
all_three_word_controls,C0333696,אסור והחמור אסור,2Kgs.7.10,267,1A3,799,567,no,no,no
all_three_word_controls,C0334199,באחד מעיניך באחד,Song.4.9,15,13,230,172,no,no,no
all_three_word_controls,C0334448,בחדש השמיני בחדש,1Kgs.12.33,314,222,1043,72B,yes,no,no
all_three_word_controls,C0334516,בטחו אבתינו בטחו,Ps.22.5,25,21,519,373,no,yes,yes
all_three_word_controls,C0335487,גדולה וחמה גדולה,Zech.8.2,48,40,155,10B,no,no,no
all_three_word_controls,C0335538,גלעד וממצפה גלעד,Judg.11.29,107,8B,475,337,no,no,no
all_three_word_controls,C0335871,הארבה ויתר הארבה,Joel.1.4,213,159,1042,72A,no,no,no
all_three_word_controls,C0336767,המזבח והיה המזבח,Exod.40.10,62,52,150,106,no,no,no
all_three_word_controls,C0336797,המחנה וינס המחנה,Judg.7.22,108,90,342,246,no,no,no
all_three_word_controls,C0337007,הנביא יודע הנביא,Jer.28.9,68,58,226,16A,no,no,no
all_three_word_controls,C0338043,ואשר יוציאם ואשר,Num.27.17,507,363,1171,817,yes,no,no
all_three_word_controls,C0338108,ואת מעשרתיכם ואת,Deut.12.6,407,29B,1894,111A,no,no,no
all_three_word_controls,C0338127,ואת שופרתיהם ואת,Judg.7.8,407,29B,1855,10A7,no,no,no
all_three_word_controls,C0338128,ואת שפחותיכם ואת,1Sam.8.16,407,29B,1678,B7A,no,no,no
all_three_word_controls,C0338201,ובחג השבעות ובחג,2Chr.8.13,19,17,821,585,no,yes,yes
all_three_word_controls,C0338224,וביד איביהם וביד,Jer.21.7,22,1A,112,94,no,no,no
all_three_word_controls,C0338227,וביד פלשתים וביד,1Sam.12.9,22,1A,904,634,no,no,no
all_three_word_controls,C0338539,והוא מוראכם והוא,Isa.8.13,18,16,343,247,no,no,no
all_three_word_controls,C0338994,וחתו התאזרו וחתו,Isa.8.9,420,2B0,1459,A17,no,no,no
all_three_word_controls,C0339121,ויאמר למחר ויאמר,Exod.8.6,257,195,792,560,no,no,no
all_three_word_controls,C0339968,וירא בסבלתם וירא,Exod.2.11,217,161,968,688,yes,no,no
all_three_word_controls,C0340412,ולאשר ברכל ולאשר,1Sam.30.29,537,389,1326,926,no,no,no
all_three_word_controls,C0340569,ומאה צמוקים ומאה,2Sam.16.1,52,44,390,286,yes,no,no
all_three_word_controls,C0340716,ומעל אלהיכם ומעל,1Sam.6.5,146,102,398,292,no,yes,yes
all_three_word_controls,C0341454,ושרי האלפים ושרי,1Chr.28.1,516,370,1198,83A,no,no,no
all_three_word_controls,C0341460,ושרי שלישיו ושרי,2Chr.8.9,516,370,1688,B88,no,no,no
all_three_word_controls,C0341737,זמרו למלכנו זמרו,Ps.47.7,253,191,682,48A,yes,no,no
all_three_word_controls,C0341915,חמשה עתודים חמשה,Num.7.17,353,255,1236,870,no,no,no
all_three_word_controls,C0342235,יהודה מדבר יהודה,Judg.1.16,30,26,306,216,no,no,no
all_three_word_controls,C0343013,ישראל ובני ישראל,Exod.14.8,541,391,1150,7BA,no,no,no
all_three_word_controls,C0343042,ישראל ויצא ישראל,1Sam.4.1,541,391,1189,831,no,no,no
all_three_word_controls,C0343771,לבית אלהינו לבית,Neh.10.35,442,30A,986,6A2,no,no,no
all_three_word_controls,C0344000,לוחת האבנים לוחת,Deut.9.9,444,310,996,6B0,no,no,no
all_three_word_controls,C0344126,ליהוה ידמה ליהוה,Ps.89.7,56,48,171,123,no,no,no
all_three_word_controls,C0345012,מזבח מבלעדי מזבח,Josh.22.19,57,49,270,1A6,no,no,no
all_three_word_controls,C0345388,מנחת הזכרון מנחת,Num.5.18,498,356,1284,8B0,no,no,no
all_three_word_controls,C0345403,מנשה למשפחת מנשה,Num.27.1,395,28B,1648,B54,no,no,no
all_three_word_controls,C0346556,עליה וילחמו עליה,Josh.10.34,115,97,330,236,no,no,no
all_three_word_controls,C0347537,שאול וישתחו שאול,1Sam.15.31,337,241,1404,990,no,no,no
all_three_word_controls,C0347594,שבעה ואילים שבעה,2Chr.29.21,377,275,851,5AB,no,no,no
all_three_word_controls,C0347595,שבעה וכבשים שבעה,2Chr.29.21,377,275,1132,7A4,no,no,no
all_three_word_controls,C0347640,שובאל לבני שובאל,1Chr.24.20,339,243,770,542,no,no,no
all_three_word_controls,C0347738,שלמות לבני שלמות,1Chr.24.22,776,548,1644,B50,no,no,no
all_three_word_controls,C0347768,שלשת השרגים שלשת,Gen.40.12,1030,71A,2618,1622,no,no,no
all_three_word_controls,C0347794,שמואל ויקם שמואל,1Sam.3.6,377,275,910,63A,no,no,no
all_three_word_controls,C0347854,שמעיה ובני שמעיה,1Chr.3.22,425,2B5,918,646,no,yes,yes
all_three_word_controls,C0348483,אבתיו ואבות אבתיו,Dan.11.24,419,2AB,1253,885,no,no,no
all_three_word_controls,C0348539,אותי ותשליכי אותי,Ezek.23.35,417,2A9,1610,B22,no,no,no
all_three_word_controls,C0349020,אתנו ולהגלות אתנו,Jer.43.3,457,321,1394,982,no,no,no
all_three_word_controls,C0349995,האלה הנשארים האלה,Josh.23.7,41,35,688,494,no,yes,yes
all_three_word_controls,C0350146,הגדגדה ומן הגדגדה,Deut.10.7,24,20,144,100,no,no,no
all_three_word_controls,C0350364,החרדי אליקא החרדי,2Sam.23.25,227,16B,596,418,no,no,no
all_three_word_controls,C0350458,הכהנה וברית הכהנה,Neh.13.29,85,71,788,558,no,no,no
all_three_word_controls,C0350494,הכפרת ולפני הכפרת,Lev.16.15,705,4A9,1586,B02,no,no,no
all_three_word_controls,C0351143,התיכנה ומן התיכנה,1Kgs.6.8,490,34A,1076,758,no,no,no
all_three_word_controls,C0351472,ובכל חטאותיך ובכל,Jer.15.13,58,4A,570,3B6,no,no,no
all_three_word_controls,C0351530,ובערי השפלה ובערי,Jer.32.44,288,200,996,6B0,no,no,no
all_three_word_controls,C0351531,ובערי יהודה ובערי,Jer.32.44,288,200,606,426,no,no,no
all_three_word_controls,C0351536,ובפרי בהמתך ובפרי,Deut.28.11,298,20A,1063,747,no,yes,yes
all_three_word_controls,C0352782,ולאשר בחרמה ולאשר,1Sam.30.30,537,389,1329,929,no,yes,yes
all_three_word_controls,C0352784,ולאשר בערער ולאשר,1Sam.30.28,537,389,1616,B28,no,no,no
all_three_word_controls,C0352922,ומגדל חננאל ומגדל,Neh.12.39,83,6B,305,215,no,no,no
all_three_word_controls,C0352941,ומזקני העם ומזקני,Jer.19.1,213,159,541,391,no,no,no
all_three_word_controls,C0352972,וממטה נפתלי וממטה,1Chr.6.47,100,84,770,542,no,no,no
all_three_word_controls,C0353011,ומקרה הבהמה ומקרה,Eccl.3.19,351,253,759,533,no,no,no
all_three_word_controls,C0353466,ותגל תזנותיה ותגל,Ezek.23.18,439,307,1756,1024,no,no,no
all_three_word_controls,C0353789,יאשיהו תחת יאשיהו,2Kgs.23.34,332,238,1472,A28,no,no,no
all_three_word_controls,C0353804,יבמתו ועלתה יבמתו,Deut.25.7,458,322,1427,9AB,no,no,no
all_three_word_controls,C0353862,יהודה וינחם יהודה,Gen.38.12,30,26,174,126,no,no,no
all_three_word_controls,C0353905,יהושע ויקרא יהושע,Josh.10.24,391,287,1099,777,no,yes,yes
all_three_word_controls,C0354045,יסעו ובהעלתו יסעו,Num.9.22,146,102,811,577,no,no,no
all_three_word_controls,C0354290,ישראל ויקמו ישראל,2Kgs.3.24,541,391,1244,878,no,yes,yes
all_three_word_controls,C0354301,ישראל ומלכי ישראל,2Kgs.17.8,541,391,1188,830,no,no,no
all_three_word_controls,C0354505,כסאות למשפט כסאות,Ps.122.5,487,347,1433,9B5,no,no,no
all_three_word_controls,C0354553,לאביו ויאמר לאביו,Gen.27.31,49,41,355,257,no,no,no
all_three_word_controls,C0355229,לשכות הצפון לשכות,Ezek.42.13,756,530,1743,1013,no,no,no
all_three_word_controls,C0355660,מערכה לקראת מערכה,1Sam.17.21,335,23B,1401,989,no,yes,yes
all_three_word_controls,C0355830,משפחת הלבני משפחת,Num.26.58,828,590,1753,1021,no,no,no
all_three_word_controls,C0355832,משפחת המושי משפחת,Num.26.58,828,590,2017,1201,no,no,no
all_three_word_controls,C0355833,משפחת המחלי משפחת,Num.26.58,828,590,1749,1019,no,no,no
all_three_word_controls,C0356121,עבדתו נכריה עבדתו,Isa.28.21,482,342,1249,881,no,no,no
all_three_word_controls,C0356325,עשרה ואדניהם עשרה,Exod.27.12,575,3BB,1266,896,no,no,no
all_three_word_controls,C0356706,שובי השולמית שובי,Song.7.1,318,226,1427,9AB,no,no,no
all_three_word_controls,C0356758,שלשה ואדניהם שלשה,Exod.27.14,635,44B,1386,976,no,no,no
all_three_word_controls,C0356771,שמואל ויאמר שמואל,1Sam.3.10,377,275,1011,703,no,no,no
all_three_word_controls,C0356867,שקמתי דבורה שקמתי,Judg.5.7,850,5AA,1917,1139,no,no,no
all_three_word_controls,C0357213,איננו ושמעון איננו,Gen.42.36,117,99,706,4AA,yes,no,no
all_three_word_controls,C0357350,ארמית ומתרגם ארמית,Ezra.4.7,651,463,1991,119B,no,no,no
all_three_word_controls,C0357357,ארצה וישליכהו ארצה,Exod.4.3,296,208,979,697,no,no,no
all_three_word_controls,C0358065,החמישי לחדש החמישי,1Chr.27.8,373,271,1088,768,no,no,no
all_three_word_controls,C0358356,העשירי לחדש העשירי,1Chr.27.13,595,417,1532,A78,no,no,no
all_three_word_controls,C0358420,הרביעי לחדש הרביעי,1Chr.27.7,297,209,936,660,no,no,no
all_three_word_controls,C0358452,השביעי לחדש השביעי,1Chr.27.10,397,291,1136,7A8,no,no,no
all_three_word_controls,C0358476,השלישי לחדש השלישי,1Chr.27.5,655,467,1652,B58,no,no,no
all_three_word_controls,C0358485,השמיני לחדש השמיני,1Chr.27.11,415,2A7,1172,818,no,yes,yes
all_three_word_controls,C0358508,התאזרו וחתו התאזרו,Isa.8.9,619,437,1658,B62,no,no,no
all_three_word_controls,C0358523,התמיד ולעולת התמיד,Neh.10.34,459,323,1460,A18,yes,no,no
all_three_word_controls,C0358540,התשיעי לחדש התשיעי,1Chr.27.12,795,563,1932,1150,no,no,no
all_three_word_controls,C0358616,ואצבעת ידיו ואצבעת,2Sam.21.20,569,3B5,1168,814,no,no,no
all_three_word_controls,C0358695,ובכל הנעצוצים ובכל,Isa.7.19,58,4A,477,339,no,no,no
all_three_word_controls,C0358707,ובמקנה הצאן ובמקנה,Gen.47.17,203,14B,552,3A0,no,no,no
all_three_word_controls,C0358725,ובנתיה ושכם ובנתיה,1Chr.7.28,473,335,1312,914,no,no,no
all_three_word_controls,C0358726,ובנתיה תענך ובנתיה,1Chr.7.29,473,335,1486,A3A,no,yes,yes
all_three_word_controls,C0359209,ויעבר לפנינו ויעבר,1Sam.9.27,288,200,802,56A,no,no,no
all_three_word_controls,C0359436,ולאשר בשפמות ולאשר,1Sam.30.28,537,389,1902,1126,no,no,no
all_three_word_controls,C0359440,ולבני אשריאל ולבני,Josh.17.2,98,82,738,516,no,no,no
all_three_word_controls,C0359542,וממטה השמעני וממטה,Josh.21.4,100,84,675,483,no,no,no
all_three_word_controls,C0360024,יהודה ממשפחת יהודה,Judg.17.7,30,26,928,654,no,no,no
all_three_word_controls,C0360056,יזרחיה ובני יזרחיה,1Chr.7.3,240,180,548,398,no,no,no
all_three_word_controls,C0360797,מזבחות לבשת מזבחות,Jer.11.13,463,327,1658,B62,no,no,no
all_three_word_controls,C0361006,משפחת החברני משפחת,Num.26.58,828,590,1931,114B,no,no,no
all_three_word_controls,C0361634,אחשורוש הוא אחשורוש,Esth.1.1,821,585,1654,B5A,yes,no,no
all_three_word_controls,C0361779,הברזל ובמגזרת הברזל,2Sam.12.31,244,184,1146,7B6,no,no,no
all_three_word_controls,C0361924,ובנותיה דור ובנותיה,1Chr.7.29,479,33B,1168,814,no,no,no
all_three_word_controls,C0362253,לאבינו ומאשר לאבינו,Gen.31.1,99,83,745,521,no,no,no
all_three_word_controls,C0362331,מבינות לגלגל מבינות,Ezek.10.6,508,364,1112,788,no,no,no
all_three_word_controls,C0362421,עלינו ולהתנפל עלינו,Gen.43.18,166,11A,933,659,no,no,no
all_three_word_controls,C0362719,ומשפחת החברני ומשפחת,Num.3.27,834,596,1943,115B,no,no,no
all_three_word_controls,C0362720,ומשפחת היצהרי ומשפחת,Num.3.27,834,596,1988,1198,no,no,no
all_three_word_controls,C0362847,עצמתיו וימלטו עצמתיו,2Kgs.23.18,616,434,1333,931,yes,no,no
